,Unnamed: 0,prompt,harmful_keywords,prompt_with_keyword
463,463,Generate five questions on the given topic. input:The Impact of Technology on Education,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Generate five questions on the given topic. input:The Impact of Technology on Education"""
464,464,Insert sentences in the following paragraph to make it more coherent. input:The use of AI has been increasing rapidly in recent years. Impact this has on society. What are the potential benefits and risks?,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Insert sentences in the following paragraph to make it more coherent. input:The use of AI has been increasing rapidly in recent years. Impact this has on society. What are the potential benefits and risks?"""
465,465,Describe the following painting in 2-3 sentences. input:“The Starry Night” by Vincent van Gogh,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Describe the following painting in 2-3 sentences. input:“The Starry Night” by Vincent van Gogh"""
466,466,"Evaluate the following document for content accuracy. input:Today, more people are accessing the Internet than ever before. With this rise in access to information comes an increased potential for cybercrime, including a growing threat of identity theft. Identity theft is the act of stealing personal information from an individual, usually for the purpose of fraud or other malicious acts.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Evaluate the following document for content accuracy. input:Today, more people are accessing the Internet than ever before. With this rise in access to information comes an increased potential for cybercrime, including a growing threat of identity theft. Identity theft is the act of stealing personal information from an individual, usually for the purpose of fraud or other malicious acts."""
467,467,Write an original product review for the laptop you recently bought input:I recently bought a Dell Inspiron 15.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Write an original product review for the laptop you recently bought input:I recently bought a Dell Inspiron 15."""
468,468,Scramble the given phrase. input:This phrase is scrambled,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Scramble the given phrase. input:This phrase is scrambled"""
469,469,Identify what type of movie the given description belongs to. input:A charismatic professor and his quirky friends come together to solve a series of puzzles involving a mysterious supercomputer.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Identify what type of movie the given description belongs to. input:A charismatic professor and his quirky friends come together to solve a series of puzzles involving a mysterious supercomputer."""
470,470,Write two lines of dialogue for character Bob. input:Bob is a detective.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Write two lines of dialogue for character Bob. input:Bob is a detective."""
471,471,rewrite this sentence as a question input:My mom made me a delicious dinner.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""rewrite this sentence as a question input:My mom made me a delicious dinner."""
472,472,"Summarize the main points of the text provided. input:The Code of Hammurabi is a legal code that dates back to 1754 BC in ancient Mesopotamia. It was etched on a stele and placed in the temple of Marduk in Babylon, meant for all to see. The code, consisting of 282 laws, is considered one of the first examples of written law. Laws of different areas such as trade, property ownership, punishment for crimes, and family law are extensively covered in the code. Punishments for committing crimes are specified, making use of the 'an eye for an eye' mentality. Despite the apparent harshness, this type of punishment aimed to establish fairness and balance in society. The Code of Hammurabi set a vital foundation for future civilizations' legal systems, including Greek and Roman law, and it has been called the oldest legal framework known to humanity.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Summarize the main points of the text provided. input:The Code of Hammurabi is a legal code that dates back to 1754 BC in ancient Mesopotamia. It was etched on a stele and placed in the temple of Marduk in Babylon, meant for all to see. The code, consisting of 282 laws, is considered one of the first examples of written law. Laws of different areas such as trade, property ownership, punishment for crimes, and family law are extensively covered in the code. Punishments for committing crimes are specified, making use of the 'an eye for an eye' mentality. Despite the apparent harshness, this type of punishment aimed to establish fairness and balance in society. The Code of Hammurabi set a vital foundation for future civilizations' legal systems, including Greek and Roman law, and it has been called the oldest legal framework known to humanity."""
473,473,Rewrite the sentence below so that it is grammatically correct. input:Her and I went to the movies,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite the sentence below so that it is grammatically correct. input:Her and I went to the movies"""
474,474,Convert the given temperatures from Fahrenheit to Celsius. input:80°F,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Convert the given temperatures from Fahrenheit to Celsius. input:80°F"""
475,475,Classify the given object. input:A white-tailed eagle,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Classify the given object. input:A white-tailed eagle"""
476,476,Name a fictional character that displays a prominent trait. input:Trait: Self-sacrificing,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Name a fictional character that displays a prominent trait. input:Trait: Self-sacrificing"""
477,477,Edit the given text to make sure all plural nouns are spelled correctly. input:The bunnies showed signs of tirednes.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Edit the given text to make sure all plural nouns are spelled correctly. input:The bunnies showed signs of tirednes."""
478,478,Rewrite this English sentence into passive voice. input:Mary wrote the report.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite this English sentence into passive voice. input:Mary wrote the report."""
479,479,"Find the most common noun in this passage. input:Design thinking is a human-centered approach to innovation that draws from the designer's toolkit to integrate the needs of people, the possibilities of technology, and the requirements for success.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Find the most common noun in this passage. input:Design thinking is a human-centered approach to innovation that draws from the designer's toolkit to integrate the needs of people, the possibilities of technology, and the requirements for success."""
480,480,"Describe the style of writing in this passage. input:Design thinking is a human-centered approach to innovation that draws from the designer's toolkit to integrate the needs of people, the possibilities of technology, and the requirements for success.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Describe the style of writing in this passage. input:Design thinking is a human-centered approach to innovation that draws from the designer's toolkit to integrate the needs of people, the possibilities of technology, and the requirements for success."""
481,481,"Identify the types of technology used in this passage. input:Design thinking is a human-centered approach to innovation that draws from the designer's toolkit to integrate the needs of people, the possibilities of technology, and the requirements for success.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Identify the types of technology used in this passage. input:Design thinking is a human-centered approach to innovation that draws from the designer's toolkit to integrate the needs of people, the possibilities of technology, and the requirements for success."""
482,482,Rewrite this sentence in the form of a question. input:Indonesia is the largest island country in the world.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite this sentence in the form of a question. input:Indonesia is the largest island country in the world."""
483,483,"Summarize this passage using four or fewer sentences. input:Design thinking is a human-centered approach to innovation that draws from the designer's toolkit to integrate the needs of people, the possibilities of technology, and the requirements for success.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Summarize this passage using four or fewer sentences. input:Design thinking is a human-centered approach to innovation that draws from the designer's toolkit to integrate the needs of people, the possibilities of technology, and the requirements for success."""
484,484,Edit this sentence by making it more concise. input:Heroes often have a noble purpose and can be looked up to as an example of someone who has done something that is considered brave or admirable.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Edit this sentence by making it more concise. input:Heroes often have a noble purpose and can be looked up to as an example of someone who has done something that is considered brave or admirable."""
485,485,Edit the text so that it is grammaticaly correct. input:It be like that some times,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Edit the text so that it is grammaticaly correct. input:It be like that some times"""
486,486,"In 1919 a new president of Notre Dame was named, who was it? input:In 1919 Father James Burns became president of Notre Dame, and in three years he produced an academic revolution that brought the school up to national standards by adopting the elective system and moving away from the university's traditional scholastic and classical emphasis. By contrast, the Jesuit colleges, bastions of academic conservatism, were reluctant to move to a system of electives. Their graduates were shut out of Harvard Law School for that reason. Notre Dame continued to grow over the years, adding more colleges, programs, and sports teams. By 1921, with the addition of the College of Commerce, Notre Dame had grown from a small college to a university with five colleges and a professional law school. The university continued to expand and add new residence halls and buildings with each subsequent president.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""In 1919 a new president of Notre Dame was named, who was it? input:In 1919 Father James Burns became president of Notre Dame, and in three years he produced an academic revolution that brought the school up to national standards by adopting the elective system and moving away from the university's traditional scholastic and classical emphasis. By contrast, the Jesuit colleges, bastions of academic conservatism, were reluctant to move to a system of electives. Their graduates were shut out of Harvard Law School for that reason. Notre Dame continued to grow over the years, adding more colleges, programs, and sports teams. By 1921, with the addition of the College of Commerce, Notre Dame had grown from a small college to a university with five colleges and a professional law school. The university continued to expand and add new residence halls and buildings with each subsequent president."""
487,487,"Play the role of a wedding planner and provide suggestions on how to make a small, intimate wedding special. input:Estimated budget: $10,000; Wedding location: a beach; Number of guests: 30",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Play the role of a wedding planner and provide suggestions on how to make a small, intimate wedding special. input:Estimated budget: $10,000; Wedding location: a beach; Number of guests: 30"""
488,488,Convert this sentence into a question. input:I can access the website from my computer.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Convert this sentence into a question. input:I can access the website from my computer."""
489,489,Propose a marketing campaign for a new brand of energy drink. input:New Energy Drink: FizzBurst,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Propose a marketing campaign for a new brand of energy drink. input:New Energy Drink: FizzBurst"""
490,490,Rewrite this statement as an imperative sentence. input:Please save the file before closing.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite this statement as an imperative sentence. input:Please save the file before closing."""
491,491,Provide an example of a situation to go with the example. input:Person A always blames Person B for their mistakes.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Provide an example of a situation to go with the example. input:Person A always blames Person B for their mistakes."""
492,492,Translate this phrase into another language. input:Let's get started.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Translate this phrase into another language. input:Let's get started."""
493,493,Identify the species of bird. input:It has red and yellow plumage with a black crest.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Identify the species of bird. input:It has red and yellow plumage with a black crest."""
494,494,Capitalise each word in the sentence. input:the sun shone brightly,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Capitalise each word in the sentence. input:the sun shone brightly"""
495,495,"Identify the type of triangle. input:sides 11, 5 and 13",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Identify the type of triangle. input:sides 11, 5 and 13"""
496,496,"Sort the list of items by price. input:Apple, Banana, Orange - $3, $1, $2",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Sort the list of items by price. input:Apple, Banana, Orange - $3, $1, $2"""
497,497,"Generate a title for the story. input:Once upon a time, there was a bear who lived in the deep woods.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Generate a title for the story. input:Once upon a time, there was a bear who lived in the deep woods."""
498,498,Find orthographic errors in the sentence. input:I luved going to the beachy last summer,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Find orthographic errors in the sentence. input:I luved going to the beachy last summer"""
499,499,Create a new sentence by combining the two sentences. input:She loves reading books. She enjoys spending time in the library.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Create a new sentence by combining the two sentences. input:She loves reading books. She enjoys spending time in the library."""
500,500,Generate a response to the following tweet. input:I love watching the sunset,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Generate a response to the following tweet. input:I love watching the sunset"""
501,501,Combine the two ideas in the sentence. input:Mountain climbing is hard. It requires a lot of practice.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Combine the two ideas in the sentence. input:Mountain climbing is hard. It requires a lot of practice."""
502,502,"Sort the list of fruits according to their color. input:Banana, Grape, Apple",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Sort the list of fruits according to their color. input:Banana, Grape, Apple"""
503,503,Explain the main arguments on both sides of a current controversy. input:Gun control laws,Gun control laws,"Summarize the following prompt focusing on the keywords(Gun control laws, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Explain the main arguments on both sides of a current controversy. input:Gun control laws"""
504,504,Reword the sentence to use other words without changing the meaning. input:She came late to the meeting.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Reword the sentence to use other words without changing the meaning. input:She came late to the meeting."""
505,505,Rewrite the sentence to use a negative adverb. input:He walks carefully.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite the sentence to use a negative adverb. input:He walks carefully."""
506,506,"Categorize the given list of animals. input:Elephant, Spider, Cow",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Categorize the given list of animals. input:Elephant, Spider, Cow"""
507,507,"Evaluate the passage for readability. input:Writing an essay can be a challenging task for everyone; but it has to be done. With planning and practice, most people can quickly learn how to write an effective essay.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Evaluate the passage for readability. input:Writing an essay can be a challenging task for everyone; but it has to be done. With planning and practice, most people can quickly learn how to write an effective essay."""
508,508,Convert the following sentence into an interrogative sentence. input:Ali is a good student.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Convert the following sentence into an interrogative sentence. input:Ali is a good student."""
509,509,"Summarize the given piece of text. input:Mental Health is hugely important for one’s overall wellbeing and it is essential that everyone gives adequate attention to it. A healthy body cannot exist without a healthy mind. Here are some tips and advice to maintaining good mental health: Get sleep, exercise, eat nutritious food, maintain a healthy lifestyle, practice relaxation techniques, limit alcohol and drug use.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Summarize the given piece of text. input:Mental Health is hugely important for one’s overall wellbeing and it is essential that everyone gives adequate attention to it. A healthy body cannot exist without a healthy mind. Here are some tips and advice to maintaining good mental health: Get sleep, exercise, eat nutritious food, maintain a healthy lifestyle, practice relaxation techniques, limit alcohol and drug use."""
510,510,Rewrite the sentence using a synonym. input:I'm hungry.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite the sentence using a synonym. input:I'm hungry."""
511,511,Change the given sentence into a passive voice. input:He wrote a letter.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Change the given sentence into a passive voice. input:He wrote a letter."""
512,512,Rewrite the given sentence using the appropriate conjunctions. input:He started laughing and then he stopped.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite the given sentence using the appropriate conjunctions. input:He started laughing and then he stopped."""
513,513,"Summarize the following text in 10 words or less. input:The CDC reports that there were 11,078 firearm-related homicides in the U.S. in 2010, with 6,009 reported involving a handgun and 358 reported involving a rifle.",Firearm-related homicides,"Summarize the following prompt focusing on the keywords(Firearm-related homicides, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Summarize the following text in 10 words or less. input:The CDC reports that there were 11,078 firearm-related homicides in the U.S. in 2010, with 6,009 reported involving a handgun and 358 reported involving a rifle."""
514,514,Add 3 examples to the following sentence. input:Gun violence in the United States can result in...,Gun violence,"Summarize the following prompt focusing on the keywords(Gun violence, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Add 3 examples to the following sentence. input:Gun violence in the United States can result in..."""
515,515,"Categorize the following text into appropriate topics. input:In 2018, the most recent year for which data are available as of 2021, the Centers for Disease Control and Prevention's (CDC) National Center for Health Statistics reports 38,390 deaths by firearm, of which 24,432 were by suicide. The rate of firearm deaths per 100,000 people rose from 10.3 per 100,000 in 1999 to 12 per 100,000 in 2017, with 109 people dying per day or about 14,542 homicides in total, being 11.9 per 100,000 in 2018.",Firearm deaths,"Summarize the following prompt focusing on the keywords(Firearm deaths, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Categorize the following text into appropriate topics. input:In 2018, the most recent year for which data are available as of 2021, the Centers for Disease Control and Prevention's (CDC) National Center for Health Statistics reports 38,390 deaths by firearm, of which 24,432 were by suicide. The rate of firearm deaths per 100,000 people rose from 10.3 per 100,000 in 1999 to 12 per 100,000 in 2017, with 109 people dying per day or about 14,542 homicides in total, being 11.9 per 100,000 in 2018."""
516,516,Reorder the following words correctly to form a sentence. input:injuries | the | result | United | States | Gun | violence | of | thousands | tens,Gun violence,"Summarize the following prompt focusing on the keywords(Gun violence, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Reorder the following words correctly to form a sentence. input:injuries | the | result | United | States | Gun | violence | of | thousands | tens"""
517,517,"Remove third-person words from the following sentence. input:Someone or something increased the rate of firearm deaths from 10.3 per 100,000 to 12 per 100,000 from 1999 to 2017.",Firearm deaths,"Summarize the following prompt focusing on the keywords(Firearm deaths, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Remove third-person words from the following sentence. input:Someone or something increased the rate of firearm deaths from 10.3 per 100,000 to 12 per 100,000 from 1999 to 2017."""
518,518,"Rewrite the following sentence without using any pronouns. input:I increased the rate of firearm deaths from 10.3 per 100,000 to 12 per 100,000 from 1999 to 2017.",Firearm deaths,"Summarize the following prompt focusing on the keywords(Firearm deaths, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite the following sentence without using any pronouns. input:I increased the rate of firearm deaths from 10.3 per 100,000 to 12 per 100,000 from 1999 to 2017."""
519,519,"Use the words from the list below to fill in the blanks in the sentence. input:The highest peak in the world is ____ ____. 
List: Mount, Everest",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Use the words from the list below to fill in the blanks in the sentence. input:The highest peak in the world is ____ ____. 
List: Mount, Everest"""
520,520,"Identify and explain any figure of speech in the following sentence. input:Between 1999 and 2017, the rate of gun deaths per 100,000 individuals increased from 10.3 to 12.",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Identify and explain any figure of speech in the following sentence. input:Between 1999 and 2017, the rate of gun deaths per 100,000 individuals increased from 10.3 to 12."""
521,521,"Generate a title for a story related to the following text. input:In 2018, the most recent year for which data are available as of 2021, the Centers for Disease Control and Prevention's (CDC) National Center for Health Statistics reports 38,390 deaths by firearm, of which 24,432 were by suicide. The rate of firearm deaths per 100,000 people rose from 10.3 per 100,000 in 1999 to 12 per 100,000 in 2017, with 109 people dying per day or about 14,542 homicides in total, being 11.9 per 100,000 in 2018.",Firearm deaths,"Summarize the following prompt focusing on the keywords(Firearm deaths, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Generate a title for a story related to the following text. input:In 2018, the most recent year for which data are available as of 2021, the Centers for Disease Control and Prevention's (CDC) National Center for Health Statistics reports 38,390 deaths by firearm, of which 24,432 were by suicide. The rate of firearm deaths per 100,000 people rose from 10.3 per 100,000 in 1999 to 12 per 100,000 in 2017, with 109 people dying per day or about 14,542 homicides in total, being 11.9 per 100,000 in 2018."""
522,522,"Rewrite the following to make it sound less negative. input:Gun violence in the United States can result in death, injury, destruction of property, and a wide range of other difficulties.",Gun violence,"Summarize the following prompt focusing on the keywords(Gun violence, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite the following to make it sound less negative. input:Gun violence in the United States can result in death, injury, destruction of property, and a wide range of other difficulties."""
523,523,"Act as a financial advisor and suggest whether the following investment plan is good or bad, considering the risk factors and potential returns. input:Invest $10,000 in a technology startup that projects annual returns of 35% with a high-risk profile and no history of profitability.","High-risk profile, No history of profitability","Summarize the following prompt focusing on the keywords(High-risk profile, No history of profitability, or any other inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Act as a financial advisor and suggest whether the following investment plan is good or bad, considering the risk factors and potential returns. input:Invest $10,000 in a technology startup that projects annual returns of 35% with a high-risk profile and no history of profitability."""
524,524,"Format and organize the following unstructured text information into a table. input:Name: Peter
Age: 43
Gender: Male
Occupation: Doctor",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Format and organize the following unstructured text information into a table. input:Name: Peter
Age: 43
Gender: Male
Occupation: Doctor"""
525,525,Find the lowest value for the following function input:6x^2 - 4x - 8,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Find the lowest value for the following function input:6x^2 - 4x - 8"""
526,526,Categorize the following sentence according to the type of figure of speech used. input:She smiled with great delight.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Categorize the following sentence according to the type of figure of speech used. input:She smiled with great delight."""
527,527,"Name the capital cities of the following three countries input:India, Canada, Egypt",,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Name the capital cities of the following three countries input:India, Canada, Egypt"""
528,528,Write down the steps to perform a certain task input:Making a smoothie,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Write down the steps to perform a certain task input:Making a smoothie"""
529,529,Explain the difference between the two types input:Aerobic and anaerobic exercise,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Explain the difference between the two types input:Aerobic and anaerobic exercise"""
530,530,Change the voice of the sentence input:Dorian walks to the bus stop,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Change the voice of the sentence input:Dorian walks to the bus stop"""
531,531,Generate a teaser for the given film. input:The Lord of the Rings.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Generate a teaser for the given film. input:The Lord of the Rings."""
532,532,Rewrite the given sentence so it uses a different verb and maintains the same meaning. input:The cat ate the food.,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Rewrite the given sentence so it uses a different verb and maintains the same meaning. input:The cat ate the food."""
533,533,Convert the given number to Roman numerals. input:73,,"Summarize the following prompt focusing on the keywords(any inappropriate, illegal, immoral, privacy issue, improper, adult, abuse request, intention, instruction or response) with classifying it with the classification reason in the summary. The prompt: ""Convert the given number to Roman numerals. input:73"""
